MaxPos,target
20,6.5
10,6.5
5.3,6.5
7.06666666666667,6.5
4.93333333333333,6.5
7.1,6.5
11.0666666666667,6.5
11.1,6.5
6.1,6.5
6.46666666666667,6.5
10.7333333333333,6.5
11.1333333333333,6.5
6.5,6.5
6.13333333333333,6.5
12.0666666666667,6.5
5.5,6.5
10.4666666666667,6.5
6.96666666666667,6.5
6.53333333333333,6.5
5.86666666666667,6.5
6.26666666666667,6
12,6
6.03333333333333,6
6.26666666666667,6
14.6,6
11.8333333333333,6
5.8,6
12.0333333333333,6
6.1,6
11.9333333333333,6
11.2,6
11.9666666666667,6
11.9333333333333,6
5.46666666666667,6
6.16666666666667,6
7.23333333333333,6
10.6666666666667,6
10.9,6
6.46666666666667,7.5
5.83333333333333,7.5
7.46666666666667,7.5
7.5,7.5
9.7,7.5
7.46666666666667,7.5
5.2,7.5
15,7.5
7.66666666666667,7.5
9,7.5
9.16666666666667,7.5
15.1,7.5
5.96666666666667,7.5
15.0333333333333,7.5
7.56666666666667,7.5
7.4,7.5
7.5,7.5
15.0333333333333,7.5
6.1,7
15.7666666666667,7
5.73333333333333,7
6.96666666666667,7
6.53333333333333,7
6.56666666666667,7
6.36666666666667,7
5.8,7
6.46666666666667,7
5.76666666666667,7
6.3,7
5.86666666666667,7
5.46666666666667,7
8.23333333333333,7
10.8333333333333,7
7.53333333333333,7
7,7
11.4,7
7.06666666666667,7
6.9,7
6.2,7
6.73333333333333,7
6.63333333333333,7
7.03333333333333,7
13.9333333333333,7
7.03333333333333,7
7.23333333333333,7
6.96666666666667,7
6,7
7,7
11.9,7
6.43333333333333,7
6.23333333333333,7
6.63333333333333,7
5.8,7
11.2666666666667,7
8.16666666666667,8.2
8.23333333333333,8.2
16.4,8.2
8.2,8.2
8.16666666666667,8.2
8.2,8.2
16.3333333333333,8.2
16.4,8.2
8.26666666666667,8.2
16.3666666666667,8.2
16.3666666666667,8.2
16.3666666666667,8.2
16.3666666666667,8.2
16.3666666666667,8.2
16.4,8.2
16.3666666666667,8.2
23.8666666666667,8.2
16.4,8.2
16.4,8.2
8.16666666666667,8.2
7.43333333333333,8.2
16.4,8.2
16.3666666666667,8.2
6.5,8.2
9.36666666666667,9.3
9.33333333333333,9.3
9.3,9.3
9.36666666666667,9.3
9.4,9.3
9.33333333333333,9.3
9.36666666666667,9.3
9.36666666666667,9.3
9.33333333333333,9.3
9.36666666666667,9.3
9.36666666666667,9.3
9.36666666666667,9.3
6.23333333333333,9.3
9.33333333333333,9.3
9.33333333333333,9.3
9.33333333333333,9.3
9.33333333333333,9.3
9.33333333333333,9.3
9.93333333333333,6.5
10.1666666666667,6.5
9.96666666666667,6.5
10.0666666666667,6.5
9.8,6.5
9.96666666666667,6.5
6.56666666666667,6.5
5.76666666666667,6.5
8.73333333333333,6.5
9.4,6.5
6.23333333333333,6.5
6.43333333333333,6.5
10.6333333333333,6.5
10.2666666666667,6.5
9.9,6.5
10.0666666666667,6.5
6.06666666666667,6.5
6.53333333333333,6.5
10.5,6
11.9666666666667,6
11.9666666666667,6
5.4,6
11.9666666666667,6
11.9666666666667,6
11.9666666666667,6
9.8,6
10.4333333333333,6
11.9,6
6.4,6
9.7,6
6.1,6
5.46666666666667,6
9.26666666666667,6
9.36666666666667,6
11.9333333333333,6
11.9666666666667,6
10.1,7.5
10.0333333333333,7.5
10,7.5
8.76666666666667,7.5
7,7.5
8.03333333333333,7.5
7.5,7.5
7.56666666666667,7.5
9.33333333333333,7.5
9.9,7.5
10.7333333333333,7.5
10.2333333333333,7.5
9.76666666666667,7.5
5.26666666666667,7.5
9.9,7.5
5.23333333333333,7.5
7.53333333333333,7.5
7.2,7.5
6.96666666666667,7
7,7
9.8,7
9.66666666666667,7
5.93333333333333,7
7.26666666666667,7
10.0333333333333,7
7,7
9.46666666666667,7
7,7
10.1666666666667,7
6.33333333333333,7
10.4666666666667,7
7,7
6.1,7
9.73333333333333,7
10.2333333333333,7
10.2333333333333,7
6.73333333333333,8.2
8.16666666666667,8.2
8.13333333333333,8.2
10.5333333333333,8.2
8.23333333333333,8.2
8.16666666666667,8.2
8.16666666666667,8.2
8.16666666666667,8.2
10.3333333333333,8.2
10.0666666666667,8.2
8.2,8.2
9.1,8.2
10.4666666666667,8.2
10.0333333333333,8.2
10.3,8.2
8.2,8.2
8.23333333333333,8.2
9.96666666666667,8.2
9.33333333333333,9.3
9.3,9.3
9.3,9.3
9.33333333333333,9.3
9.3,9.3
10.0666666666667,9.3
9.33333333333333,9.3
9.33333333333333,9.3
9.33333333333333,9.3
9.3,9.3
9.36666666666667,9.3
9.33333333333333,9.3
9.33333333333333,9.3
9.3,9.3
9.36666666666667,9.3
9.33333333333333,9.3
9.36666666666667,9.3
9.36666666666667,9.3
9.96666666666667,6.5
6.33333333333333,6.5
9.96666666666667,6.5
10,6.5
10.0333333333333,6.5
9.93333333333333,6.5
6.53333333333333,6.5
5.4,6.5
6.43333333333333,6.5
6.5,6.5
6.23333333333333,6.5
6.63333333333333,6.5
6.33333333333333,6.5
6.46666666666667,6.5
6.46666666666667,6.5
6.5,6.5
6.56666666666667,6.5
5.76666666666667,6.5
5.83333333333333,6
5.96666666666667,6
6,6
6,6
6,6
7.5,6
5.93333333333333,6
6,6
5.16666666666667,6
5.96666666666667,6
6,6
5.93333333333333,6
5.9,6
6,6
5.93333333333333,6
6,6
8.76666666666667,6
5.76666666666667,6
5.66666666666667,7.5
7.53333333333333,7.5
7.46666666666667,7.5
7.53333333333333,7.5
7.53333333333333,7.5
7.5,7.5
7.53333333333333,7.5
7.5,7.5
7.5,7.5
7.53333333333333,7.5
7.53333333333333,7.5
5.53333333333333,7.5
7.5,7.5
7.5,7.5
7.5,7.5
7.46666666666667,7.5
7.53333333333333,7.5
7.46666666666667,7.5
5.96666666666667,7
7,7
7.03333333333333,7
7,7
7.5,7
7,7
6.36666666666667,7
7,7
6.96666666666667,7
7,7
6.96666666666667,7
7,7
5.7,7
5.83333333333333,7
7,7
7,7
7.03333333333333,7
7,7
8.16666666666667,8.2
8.2,8.2
8.2,8.2
8.2,8.2
8.2,8.2
8.2,8.2
8.16666666666667,8.2
8.16666666666667,8.2
8.16666666666667,8.2
8.2,8.2
13.4,8.2
5.73333333333333,8.2
8.2,8.2
8.2,8.2
8.16666666666667,8.2
8.2,8.2
8.2,8.2
8.2,8.2
6.13333333333333,9.3
9.33333333333333,9.3
9.3,9.3
5.7,9.3
9.36666666666667,9.3
9.33333333333333,9.3
9.33333333333333,9.3
9.4,9.3
9.36666666666667,9.3
9.36666666666667,9.3
9.36666666666667,9.3
9.33333333333333,9.3
9.33333333333333,9.3
9.36666666666667,9.3
9.36666666666667,9.3
9.36666666666667,9.3
7.8,9.3
9.33333333333333,9.3
